prop	clks	bids	imps	budget	spend	algo	para	revenue	roi	campaign
1	442	545421	544736	45715525	45510025	const	300	-45463383.607	-0.998975140247	3386
1	443	545421	535121	45715525	44315954	lin	750	-44269207.0835	-0.998945144756	3386
1	248	545421	187590	45715525	10506192	mcpc	1	-10480022.1687	-0.997509104027	3386
1	408	545421	468728	45715525	32939802	ortb	1340	-32896748.4065	-0.998692961375	3386
1	347	545421	451059	45715525	33281397	rand	490	-33244780.3408	-0.998899785992	3386
16	37	70805	54127	2857220	2857317	const	110	-2853315.63	-0.998633507396	3386
16	136	533220	71407	2857220	2857253	lin	35	-2842834.80217	-0.994977156603	3386
16	61	143886	53123	2857220	2857331	mcpc	1	-2850693.06568	-0.997747062849	3386
16	130	540334	91110	2857220	2857263	ortb	140	-2843470.94325	-0.995198757676	3386
16	37	136570	63161	2857220	2857229	rand	140	-2853254.63	-0.998633478221	3386
2	252	378773	339779	22857762	22857837	const	190	-22831165.0746	-0.998836634522	3386
2	356	544845	340621	22857762	22857767	lin	140	-22820130.6292	-0.998356511122	3386
2	248	545421	187590	22857762	10506192	mcpc	1	-10480022.1687	-0.997509104027	3386
2	346	541505	372375	22857762	22857783	ortb	680	-22821241.8643	-0.998402680453	3386
2	253	536887	368261	22857762	22857898	rand	270	-22831029.5511	-0.998832016459	3386
32	21	27964	23970	1428610	1428621	const	170	-1426318.00622	-0.998448763709	3386
32	101	545421	38269	1428610	1201651	lin	20	-1190993.12514	-0.991130640375	3386
32	35	74930	27844	1428610	1428640	mcpc	1	-1424866.67703	-0.997414653237	3386
32	96	545421	54278	1428610	1258190	ortb	80	-1248059.74271	-0.991948547282	3386
32	21	42549	26630	1428610	1428630	rand	220	-1426357.00622	-0.998448806058	3386
4	133	416893	253538	11428881	11428901	const	75	-11414796.3727	-0.998771998003	3386
4	253	545421	196765	11428881	11178954	lin	80	-11152256.5511	-0.997611811542	3386
4	248	545421	187590	11428881	10506192	mcpc	1	-10480022.1687	-0.997509104027	3386
4	252	545421	230442	11428881	11352836	ortb	350	-11326244.0746	-0.997657684353	3386
4	130	394583	219876	11428881	11429007	rand	180	-11415127.9432	-0.998799698871	3386
64	12	159338	38240	714305	714317	const	35	-713030.717838	-0.998227232983	3386
64	80	545421	23021	714305	610314	lin	14	-601872.118921	-0.986167970784	3386
64	20	33298	13871	714305	714358	mcpc	1	-712167.52973	-0.997045309712	3386
64	69	545421	33781	714305	609780	ortb	50	-602498.877569	-0.988059427284	3386
64	14	27174	15379	714305	714309	rand	180	-712761.670811	-0.997931603863	3386
8	61	229516	134219	5714440	5714470	const	75	-5707963.06568	-0.998873559022	3386
8	181	516204	116088	5714440	5714464	lin	55	-5695306.24406	-0.996657613068	3386
8	121	285838	105023	5714440	5714530	mcpc	1	-5701491.65487	-0.997765529547	3386
8	171	511946	142016	5714440	5714447	ortb	230	-5696384.47919	-0.996842288039	3386
8	62	295811	131121	5714440	5714506	rand	130	-5707874.54216	-0.998855096183	3386
